"order_date","product_name","category","quantity","price","total_amount"
"2025-09-14 17:19:34","Cappuccino","Pastries",1,"76.25","76.25"
"2025-09-14 14:57:33","Flat White","Pastries",4,"113.21","452.84"
"2025-09-14 14:36:43","Baguette","Pastries",1,"133.77","133.77"
"2025-09-14 11:43:08","Iced Coffee","Beverages",2,"107.80","215.60"
"2025-09-14 10:29:45","Iced Coffee","Beverages",1,"107.80","107.80"
"2025-09-14 10:28:47","Baguette","Pastries",2,"133.77","267.54"
"2025-09-14 06:29:51","Tea","Beverages",4,"106.18","424.72"
"2025-09-14 04:35:08","Almond Croissant","Pastries",2,"8.42","16.84"
"2025-09-14 02:14:43","Baguette","Pastries",5,"133.77","668.85"
"2025-09-14 01:45:59","Eclair","Pastries",5,"146.12","730.60"
"2025-09-13 23:13:12","Almond Croissant","Pastries",3,"8.42","25.26"
"2025-09-13 19:09:50","Espresso","Pastries",5,"195.76","978.80"
"2025-09-13 18:46:47","Macchiato","Pastries",4,"93.97","375.88"
"2025-09-13 18:35:51","Eclair","Pastries",5,"146.12","730.60"
"2025-09-13 18:04:25","Glazed Donut","Pastries",1,"148.75","148.75"
"2025-09-13 13:36:20","Eclair","Pastries",4,"146.12","584.48"
"2025-09-13 11:26:58","Blueberry Muffin","Pastries",3,"185.15","555.45"
"2025-09-13 10:25:45","Tea","Beverages",4,"106.18","424.72"
"2025-09-13 09:28:24","Almonds","Pastries",3,"5.59","16.77"
"2025-09-13 06:00:01","Red Velvet Cake","Pastries",4,"187.25","749.00"
"2025-09-13 05:22:56","Red Velvet Cake","Pastries",2,"187.25","374.50"
"2025-09-13 02:25:45","Hot Chocolate","Pastries",5,"131.53","657.65"
"2025-09-12 21:31:06","Hot Chocolate","Pastries",1,"131.53","131.53"
"2025-09-12 21:18:58","Iced Mocha","Pastries",5,"144.00","720.00"
"2025-09-12 19:37:04","Almond Croissant","Pastries",5,"8.42","42.10"
"2025-09-12 18:51:32","Blueberry Muffin","Pastries",5,"185.15","925.75"
"2025-09-12 16:33:59","Hot Chocolate","Pastries",5,"131.53","657.65"
"2025-09-12 11:53:20","Chocolate Chip Muffin","Pastries",3,"103.79","311.37"
"2025-09-12 10:38:41","Iced Mocha","Pastries",5,"144.00","720.00"
"2025-09-12 10:32:09","Cappuccino","Pastries",2,"76.25","152.50"
"2025-09-12 08:48:06","Eclair","Pastries",3,"146.12","438.36"
"2025-09-12 07:28:32","Apple Turnover","Pastries",5,"154.54","772.70"
"2025-09-12 03:49:32","Cappuccino","Pastries",5,"76.25","381.25"
"2025-09-12 03:06:39","Americano","Pastries",2,"80.96","161.92"
"2025-09-11 21:54:43","Red Velvet Cake","Pastries",3,"187.25","561.75"
"2025-09-11 16:29:27","Tea","Beverages",3,"106.18","318.54"
"2025-09-11 12:32:42","Cappuccino","Pastries",3,"76.25","228.75"
"2025-09-11 09:28:54","Chocolate Chip Muffin","Pastries",2,"103.79","207.58"
"2025-09-11 06:58:24","Baguette","Pastries",4,"133.77","535.08"
"2025-09-11 05:14:45","Hot Chocolate","Pastries",4,"131.53","526.12"
"2025-09-11 01:39:49","Almonds","Pastries",1,"5.59","5.59"
"2025-09-11 00:00:33","Apple Turnover","Pastries",2,"154.54","309.08"
"2025-09-10 21:58:27","Apple Turnover","Pastries",5,"154.54","772.70"
"2025-09-10 18:53:41","Tea","Beverages",2,"106.18","212.36"
"2025-09-10 13:17:05","Eclair","Pastries",4,"146.12","584.48"
"2025-09-10 10:15:22","Tea","Beverages",2,"106.18","212.36"
"2025-09-10 06:48:13","Tiramisu","Pastries",4,"196.55","786.20"
"2025-09-10 05:11:29","Almonds","Pastries",4,"5.59","22.36"
"2025-09-10 03:40:19","Almond Croissant","Pastries",2,"8.42","16.84"
"2025-09-09 22:32:49","Hot Chocolate","Pastries",5,"131.53","657.65"
"2025-09-09 20:11:14","Latte","Pastries",5,"108.74","543.70"
"2025-09-09 19:00:10","Almonds","Pastries",3,"5.59","16.77"
"2025-09-09 18:07:21","Tea","Beverages",1,"106.18","106.18"
"2025-09-09 16:56:19","Almonds","Pastries",5,"5.59","27.95"
"2025-09-09 15:42:31","Iced Coffee","Beverages",3,"107.80","323.40"
"2025-09-09 12:58:12","Mocha","Pastries",5,"61.74","308.70"
"2025-09-09 12:51:33","Glazed Donut","Pastries",3,"148.75","446.25"
"2025-09-09 11:14:50","Tea","Beverages",5,"106.18","530.90"
"2025-09-09 10:53:59","Tea","Beverages",1,"106.18","106.18"
"2025-09-09 10:29:57","Mocha","Pastries",2,"61.74","123.48"
"2025-09-09 05:45:58","Tiramisu","Pastries",2,"196.55","393.10"
"2025-09-09 04:58:34","Espresso","Pastries",3,"195.76","587.28"
"2025-09-09 03:21:03","Apple Turnover","Pastries",5,"154.54","772.70"
"2025-09-09 03:10:14","Red Velvet Cake","Pastries",5,"187.25","936.25"
"2025-09-09 00:11:31","Glazed Donut","Pastries",5,"148.75","743.75"
"2025-09-08 18:11:28","Glazed Donut","Pastries",5,"148.75","743.75"
"2025-09-08 11:24:02","Baguette","Pastries",5,"133.77","668.85"
"2025-09-08 10:13:59","Blueberry Muffin","Pastries",5,"185.15","925.75"
"2025-09-08 04:53:20","Tea","Beverages",4,"106.18","424.72"
"2025-09-08 04:45:38","Tiramisu","Pastries",2,"196.55","393.10"
"2025-09-08 03:23:59","Macchiato","Pastries",5,"93.97","469.85"
"2025-09-08 01:17:22","Iced Coffee","Beverages",2,"107.80","215.60"
"2025-09-07 19:58:43","Chocolate Chip Muffin","Pastries",3,"103.79","311.37"
"2025-09-07 19:56:35","Apple Turnover","Pastries",1,"154.54","154.54"
"2025-09-07 19:20:03","Almonds","Pastries",1,"5.59","5.59"
"2025-09-07 17:06:45","Chai Latte","Pastries",1,"100.50","100.50"
"2025-09-07 16:50:21","Tea","Beverages",4,"106.18","424.72"
"2025-09-07 13:12:52","Espresso","Pastries",4,"195.76","783.04"
"2025-09-07 09:45:34","Glazed Donut","Pastries",3,"148.75","446.25"
"2025-09-07 08:34:59","Tea","Beverages",2,"106.18","212.36"
"2025-09-07 07:07:51","Latte","Pastries",5,"108.74","543.70"
"2025-09-07 05:21:54","Red Velvet Cake","Pastries",1,"187.25","187.25"
"2025-09-07 04:08:04","Eclair","Pastries",1,"146.12","146.12"
"2025-09-07 04:05:58","Iced Mocha","Pastries",5,"144.00","720.00"
"2025-09-07 02:57:49","Hot Chocolate","Pastries",1,"131.53","131.53"
"2025-09-07 00:26:18","Chocolate Chip Muffin","Pastries",2,"103.79","207.58"
"2025-09-06 17:38:50","Hot Chocolate","Pastries",5,"131.53","657.65"
"2025-09-06 13:52:33","Glazed Donut","Pastries",3,"148.75","446.25"
"2025-09-06 13:14:09","Red Velvet Cake","Pastries",4,"187.25","749.00"
"2025-09-06 13:09:07","Chai Latte","Pastries",1,"100.50","100.50"
"2025-09-06 12:46:56","Latte","Pastries",5,"108.74","543.70"
"2025-09-06 11:56:25","Mocha","Pastries",5,"61.74","308.70"
"2025-09-06 09:09:08","Americano","Pastries",1,"80.96","80.96"
"2025-09-06 07:11:38","Flat White","Pastries",4,"113.21","452.84"
"2025-09-06 05:05:15","Cappuccino","Pastries",3,"76.25","228.75"
"2025-09-06 00:01:18","Chocolate Chip Muffin","Pastries",3,"103.79","311.37"
"2025-09-05 23:24:24","Cappuccino","Pastries",1,"76.25","76.25"
"2025-09-05 23:05:48","Flat White","Pastries",5,"113.21","566.05"
"2025-09-05 15:01:21","Cappuccino","Pastries",5,"76.25","381.25"
"2025-09-05 14:24:26","Blueberry Muffin","Pastries",1,"185.15","185.15"
"2025-09-05 13:08:19","Iced Mocha","Pastries",3,"144.00","432.00"
"2025-09-05 09:25:08","Eclair","Pastries",3,"146.12","438.36"
"2025-09-05 05:18:17","Chocolate Chip Muffin","Pastries",2,"103.79","207.58"
"2025-09-05 02:28:16","Latte","Pastries",2,"108.74","217.48"
"2025-09-05 01:14:42","Tiramisu","Pastries",4,"196.55","786.20"
"2025-09-04 22:43:21","Blueberry Muffin","Pastries",1,"185.15","185.15"
"2025-09-04 19:23:57","Almond Croissant","Pastries",2,"8.42","16.84"
"2025-09-04 19:11:19","Espresso","Pastries",1,"195.76","195.76"
"2025-09-04 15:02:35","Flat White","Pastries",2,"113.21","226.42"
"2025-09-04 13:12:57","Chai Latte","Pastries",5,"100.50","502.50"
"2025-09-04 12:15:53","Tea","Beverages",1,"106.18","106.18"
"2025-09-04 04:36:45","Baguette","Pastries",5,"133.77","668.85"
"2025-09-04 02:15:18","Iced Coffee","Beverages",4,"107.80","431.20"
"2025-09-03 21:37:29","Chai Latte","Pastries",2,"100.50","201.00"
"2025-09-03 16:57:38","Baguette","Pastries",1,"133.77","133.77"
"2025-09-03 16:54:29","Latte","Pastries",5,"108.74","543.70"
"2025-09-03 16:44:15","Iced Mocha","Pastries",5,"144.00","720.00"
"2025-09-03 10:58:01","Latte","Pastries",4,"108.74","434.96"
"2025-09-02 13:38:44","Iced Coffee","Beverages",2,"107.80","215.60"
"2025-09-02 09:23:06","Tiramisu","Pastries",4,"196.55","786.20"
"2025-09-02 09:07:04","Blueberry Muffin","Pastries",4,"185.15","740.60"
"2025-09-02 06:59:03","Almonds","Pastries",3,"5.59","16.77"
"2025-09-02 02:22:53","Eclair","Pastries",1,"146.12","146.12"
"2025-09-01 22:21:29","Chocolate Chip Muffin","Pastries",1,"103.79","103.79"
"2025-09-01 18:46:27","Chai Latte","Pastries",3,"100.50","301.50"
"2025-09-01 17:25:53","Americano","Pastries",1,"80.96","80.96"
"2025-09-01 16:52:12","Espresso","Pastries",2,"195.76","391.52"
"2025-09-01 15:22:54","Iced Coffee","Beverages",2,"107.80","215.60"
"2025-09-01 10:07:37","Iced Coffee","Beverages",3,"107.80","323.40"
"2025-09-01 06:07:21","Cappuccino","Pastries",4,"76.25","305.00"
"2025-09-01 03:55:27","Baguette","Pastries",3,"133.77","401.31"
"2025-09-01 02:27:52","Latte","Pastries",5,"108.74","543.70"
"2025-09-01 01:11:29","Macchiato","Pastries",1,"93.97","93.97"
"2025-09-01 00:49:28","Blueberry Muffin","Pastries",1,"185.15","185.15"
"2025-08-31 22:21:12","Almonds","Pastries",5,"5.59","27.95"
"2025-08-31 19:17:12","Almonds","Pastries",4,"5.59","22.36"
"2025-08-31 09:22:19","Iced Mocha","Pastries",4,"144.00","576.00"
"2025-08-31 08:42:37","Cappuccino","Pastries",1,"76.25","76.25"
"2025-08-31 07:48:42","Iced Coffee","Beverages",2,"107.80","215.60"
"2025-08-31 04:25:53","Mocha","Pastries",3,"61.74","185.22"
"2025-08-31 03:55:44","Tea","Beverages",4,"106.18","424.72"
"2025-08-31 00:29:16","Espresso","Pastries",5,"195.76","978.80"
"2025-08-30 23:48:56","Glazed Donut","Pastries",1,"148.75","148.75"
"2025-08-30 22:41:01","Eclair","Pastries",2,"146.12","292.24"
"2025-08-30 20:55:10","Tiramisu","Pastries",3,"196.55","589.65"
"2025-08-30 19:22:05","Tiramisu","Pastries",4,"196.55","786.20"
"2025-08-30 19:01:44","Chai Latte","Pastries",3,"100.50","301.50"
"2025-08-30 18:31:46","Chai Latte","Pastries",4,"100.50","402.00"
"2025-08-30 17:31:26","Americano","Pastries",3,"80.96","242.88"
"2025-08-30 16:47:54","Iced Coffee","Beverages",2,"107.80","215.60"
"2025-08-30 14:48:25","Almond Croissant","Pastries",3,"8.42","25.26"
"2025-08-30 13:41:11","Mocha","Pastries",1,"61.74","61.74"
"2025-08-30 13:02:45","Blueberry Muffin","Pastries",5,"185.15","925.75"
"2025-08-30 07:24:45","Tiramisu","Pastries",2,"196.55","393.10"
"2025-08-29 20:50:16","Iced Mocha","Pastries",4,"144.00","576.00"
"2025-08-29 18:25:02","Espresso","Pastries",1,"195.76","195.76"
"2025-08-29 17:30:48","Iced Coffee","Beverages",4,"107.80","431.20"
"2025-08-29 15:10:12","Red Velvet Cake","Pastries",1,"187.25","187.25"
"2025-08-29 11:08:02","Apple Turnover","Pastries",1,"154.54","154.54"
"2025-08-29 10:38:27","Chai Latte","Pastries",5,"100.50","502.50"
"2025-08-29 09:44:28","Americano","Pastries",4,"80.96","323.84"
"2025-08-29 05:18:27","Baguette","Pastries",4,"133.77","535.08"
"2025-08-29 04:06:30","Tea","Beverages",4,"106.18","424.72"
"2025-08-29 01:11:10","Mocha","Pastries",2,"61.74","123.48"
"2025-08-28 21:33:12","Macchiato","Pastries",2,"93.97","187.94"
"2025-08-28 16:37:18","Hot Chocolate","Pastries",3,"131.53","394.59"
"2025-08-28 15:46:11","Iced Coffee","Beverages",4,"107.80","431.20"
"2025-08-28 14:04:47","Red Velvet Cake","Pastries",4,"187.25","749.00"
"2025-08-28 12:31:32","Americano","Pastries",2,"80.96","161.92"
"2025-08-28 09:23:10","Cappuccino","Pastries",5,"76.25","381.25"
"2025-08-28 08:57:46","Cappuccino","Pastries",3,"76.25","228.75"
"2025-08-28 08:00:18","Macchiato","Pastries",4,"93.97","375.88"
"2025-08-28 06:29:45","Macchiato","Pastries",1,"93.97","93.97"
"2025-08-27 23:50:47","Chocolate Chip Muffin","Pastries",1,"103.79","103.79"
"2025-08-27 15:12:28","Almonds","Pastries",5,"5.59","27.95"
"2025-08-27 11:06:22","Almond Croissant","Pastries",3,"8.42","25.26"
"2025-08-27 10:10:34","Cappuccino","Pastries",5,"76.25","381.25"
"2025-08-27 06:14:13","Flat White","Pastries",3,"113.21","339.63"
"2025-08-27 04:11:58","Latte","Pastries",3,"108.74","326.22"
"2025-08-27 01:49:02","Tea","Beverages",2,"106.18","212.36"
"2025-08-26 22:53:06","Flat White","Pastries",1,"113.21","113.21"
"2025-08-26 14:45:09","Almonds","Pastries",3,"5.59","16.77"
"2025-08-26 14:19:33","Latte","Pastries",4,"108.74","434.96"
"2025-08-26 13:15:46","Americano","Pastries",4,"80.96","323.84"
"2025-08-26 05:40:45","Baguette","Pastries",4,"133.77","535.08"
"2025-08-26 02:35:22","Baguette","Pastries",5,"133.77","668.85"
"2025-08-26 02:21:50","Glazed Donut","Pastries",3,"148.75","446.25"
"2025-08-26 01:02:57","Mocha","Pastries",2,"61.74","123.48"
"2025-08-26 00:07:41","Latte","Pastries",3,"108.74","326.22"
"2025-08-25 13:32:34","Iced Coffee","Beverages",3,"107.80","323.40"
"2025-08-25 13:25:06","Red Velvet Cake","Pastries",5,"187.25","936.25"
"2025-08-25 13:10:17","Almond Croissant","Pastries",5,"8.42","42.10"
"2025-08-25 10:40:08","Apple Turnover","Pastries",5,"154.54","772.70"
"2025-08-25 09:33:26","Glazed Donut","Pastries",4,"148.75","595.00"
"2025-08-25 08:30:05","Iced Coffee","Beverages",5,"107.80","539.00"
"2025-08-25 06:56:43","Eclair","Pastries",4,"146.12","584.48"
"2025-08-25 05:43:35","Espresso","Pastries",3,"195.76","587.28"
"2025-08-24 19:36:21","Apple Turnover","Pastries",5,"154.54","772.70"
"2025-08-24 14:30:54","Apple Turnover","Pastries",3,"154.54","463.62"
"2025-08-24 14:02:33","Tea","Beverages",4,"106.18","424.72"
"2025-08-24 13:29:01","Glazed Donut","Pastries",4,"148.75","595.00"
"2025-08-24 09:14:25","Chai Latte","Pastries",4,"100.50","402.00"
"2025-08-24 07:26:21","Almond Croissant","Pastries",2,"8.42","16.84"
"2025-08-24 07:17:51","Almonds","Pastries",5,"5.59","27.95"
"2025-08-24 03:54:18","Apple Turnover","Pastries",5,"154.54","772.70"
"2025-08-24 01:02:02","Eclair","Pastries",5,"146.12","730.60"
"2025-08-24 00:55:39","Cappuccino","Pastries",3,"76.25","228.75"
"2025-08-23 21:01:11","Chocolate Chip Muffin","Pastries",5,"103.79","518.95"
"2025-08-23 14:13:10","Tiramisu","Pastries",4,"196.55","786.20"
"2025-08-23 12:04:19","Chocolate Chip Muffin","Pastries",3,"103.79","311.37"
"2025-08-23 09:34:40","Latte","Pastries",5,"108.74","543.70"
"2025-08-23 09:03:29","Mocha","Pastries",3,"61.74","185.22"
"2025-08-23 07:05:16","Latte","Pastries",5,"108.74","543.70"
"2025-08-23 05:35:34","Tea","Beverages",1,"106.18","106.18"
"2025-08-23 03:12:40","Macchiato","Pastries",3,"93.97","281.91"
"2025-08-23 02:13:38","Iced Mocha","Pastries",1,"144.00","144.00"
"2025-08-22 20:11:11","Latte","Pastries",3,"108.74","326.22"
"2025-08-22 18:41:50","Iced Mocha","Pastries",5,"144.00","720.00"
"2025-08-22 09:49:21","Iced Mocha","Pastries",3,"144.00","432.00"
"2025-08-22 09:40:18","Espresso","Pastries",1,"195.76","195.76"
"2025-08-22 01:29:00","Tiramisu","Pastries",2,"196.55","393.10"
"2025-08-22 00:51:07","Blueberry Muffin","Pastries",2,"185.15","370.30"
"2025-08-22 00:16:21","Mocha","Pastries",1,"61.74","61.74"
"2025-08-21 18:19:55","Red Velvet Cake","Pastries",5,"187.25","936.25"
"2025-08-21 17:19:11","Baguette","Pastries",4,"133.77","535.08"
"2025-08-21 08:12:18","Espresso","Pastries",5,"195.76","978.80"
"2025-08-21 05:19:32","Chai Latte","Pastries",2,"100.50","201.00"
"2025-08-21 05:05:37","Latte","Pastries",5,"108.74","543.70"
"2025-08-21 03:51:12","Americano","Pastries",2,"80.96","161.92"
"2025-08-21 01:21:38","Almonds","Pastries",2,"5.59","11.18"
"2025-08-20 23:11:03","Glazed Donut","Pastries",2,"148.75","297.50"
"2025-08-20 22:01:15","Iced Mocha","Pastries",4,"144.00","576.00"
"2025-08-20 20:16:28","Espresso","Pastries",3,"195.76","587.28"
"2025-08-20 17:24:15","Tiramisu","Pastries",2,"196.55","393.10"
"2025-08-20 15:41:24","Chocolate Chip Muffin","Pastries",2,"103.79","207.58"
"2025-08-20 14:24:27","Iced Coffee","Beverages",2,"107.80","215.60"
"2025-08-20 10:56:10","Baguette","Pastries",1,"133.77","133.77"
"2025-08-20 06:52:14","Eclair","Pastries",4,"146.12","584.48"
"2025-08-20 06:20:18","Chai Latte","Pastries",1,"100.50","100.50"
"2025-08-20 06:11:30","Blueberry Muffin","Pastries",3,"185.15","555.45"
"2025-08-20 03:19:19","Cappuccino","Pastries",4,"76.25","305.00"
"2025-08-20 01:20:55","Chocolate Chip Muffin","Pastries",4,"103.79","415.16"
"2025-08-19 23:45:29","Almond Croissant","Pastries",3,"8.42","25.26"
"2025-08-19 20:48:13","Tea","Beverages",5,"106.18","530.90"
"2025-08-19 17:51:58","Iced Mocha","Pastries",4,"144.00","576.00"
"2025-08-19 15:35:47","Flat White","Pastries",3,"113.21","339.63"
"2025-08-19 13:14:35","Almonds","Pastries",5,"5.59","27.95"
"2025-08-19 12:02:05","Iced Coffee","Beverages",5,"107.80","539.00"
"2025-08-19 08:02:09","Iced Coffee","Beverages",5,"107.80","539.00"
"2025-08-19 06:49:54","Blueberry Muffin","Pastries",5,"185.15","925.75"
"2025-08-19 04:31:01","Tiramisu","Pastries",3,"196.55","589.65"
"2025-08-18 23:35:24","Macchiato","Pastries",5,"93.97","469.85"
"2025-08-18 22:22:01","Hot Chocolate","Pastries",2,"131.53","263.06"
"2025-08-18 19:11:36","Chai Latte","Pastries",4,"100.50","402.00"
"2025-08-18 15:42:25","Mocha","Pastries",5,"61.74","308.70"
"2025-08-18 13:00:54","Espresso","Pastries",3,"195.76","587.28"
"2025-08-18 12:00:05","Macchiato","Pastries",1,"93.97","93.97"
"2025-08-18 09:36:25","Mocha","Pastries",3,"61.74","185.22"
"2025-08-18 08:54:00","Latte","Pastries",2,"108.74","217.48"
"2025-08-18 05:40:22","Macchiato","Pastries",3,"93.97","281.91"
"2025-08-18 04:54:27","Latte","Pastries",3,"108.74","326.22"
"2025-08-18 04:48:55","Almond Croissant","Pastries",1,"8.42","8.42"
"2025-08-17 22:37:22","Tiramisu","Pastries",2,"196.55","393.10"
"2025-08-17 10:46:19","Tea","Beverages",5,"106.18","530.90"
"2025-08-17 08:21:00","Latte","Pastries",3,"108.74","326.22"
"2025-08-17 00:06:01","Cappuccino","Pastries",2,"76.25","152.50"
"2025-08-16 23:03:02","Tea","Beverages",5,"106.18","530.90"
"2025-08-16 18:00:26","Cappuccino","Pastries",3,"76.25","228.75"
"2025-08-16 17:53:22","Almond Croissant","Pastries",1,"8.42","8.42"
"2025-08-16 17:51:43","Apple Turnover","Pastries",2,"154.54","309.08"
"2025-08-16 10:05:08","Macchiato","Pastries",4,"93.97","375.88"
"2025-08-16 06:14:01","Eclair","Pastries",3,"146.12","438.36"
"2025-08-16 05:39:24","Chai Latte","Pastries",2,"100.50","201.00"
"2025-08-16 02:40:50","Almond Croissant","Pastries",1,"8.42","8.42"
"2025-08-16 01:12:12","Eclair","Pastries",4,"146.12","584.48"
"2025-08-16 00:06:18","Macchiato","Pastries",1,"93.97","93.97"
"2025-08-16 00:03:45","Apple Turnover","Pastries",4,"154.54","618.16"
"2025-08-15 23:50:20","Americano","Pastries",3,"80.96","242.88"
"2025-08-15 23:04:52","Macchiato","Pastries",1,"93.97","93.97"
"2025-08-15 21:01:36","Tea","Beverages",5,"106.18","530.90"
"2025-08-15 20:56:01","Iced Coffee","Beverages",1,"107.80","107.80"
"2025-08-15 20:15:43","Blueberry Muffin","Pastries",3,"185.15","555.45"
"2025-08-15 17:36:49","Eclair","Pastries",3,"146.12","438.36"
"2025-08-15 16:43:43","Iced Mocha","Pastries",2,"144.00","288.00"
"2025-08-15 15:01:27","Macchiato","Pastries",2,"93.97","187.94"
"2025-08-15 08:36:02","Baguette","Pastries",5,"133.77","668.85"
"2025-08-15 07:26:11","Almonds","Pastries",2,"5.59","11.18"
"2025-08-15 06:54:27","Iced Coffee","Beverages",1,"107.80","107.80"
"2025-08-15 04:05:12","Americano","Pastries",4,"80.96","323.84"
"2025-08-15 00:49:34","Flat White","Pastries",2,"113.21","226.42"
"2025-08-14 19:51:19","Cappuccino","Pastries",5,"76.25","381.25"
"2025-08-14 19:07:41","Espresso","Pastries",3,"195.76","587.28"
"2025-08-14 10:00:25","Red Velvet Cake","Pastries",4,"187.25","749.00"
"2025-08-14 09:44:09","Tiramisu","Pastries",2,"196.55","393.10"
"2025-08-14 08:51:00","Latte","Pastries",1,"108.74","108.74"
"2025-08-14 08:36:21","Tea","Beverages",3,"106.18","318.54"
"2025-08-14 07:02:55","Tiramisu","Pastries",2,"196.55","393.10"
"2025-08-14 06:57:27","Espresso","Pastries",2,"195.76","391.52"
"2025-08-13 17:02:10","Cappuccino","Pastries",2,"76.25","152.50"
"2025-08-13 15:44:04","Iced Mocha","Pastries",1,"144.00","144.00"
"2025-08-13 10:13:42","Hot Chocolate","Pastries",3,"131.53","394.59"
"2025-08-13 10:07:23","Americano","Pastries",3,"80.96","242.88"
"2025-08-13 08:49:29","Glazed Donut","Pastries",1,"148.75","148.75"
"2025-08-13 06:57:39","Baguette","Pastries",5,"133.77","668.85"
"2025-08-13 06:10:05","Latte","Pastries",4,"108.74","434.96"
"2025-08-13 05:25:29","Apple Turnover","Pastries",2,"154.54","309.08"
"2025-08-13 03:23:14","Tiramisu","Pastries",4,"196.55","786.20"
"2025-08-12 22:54:22","Flat White","Pastries",1,"113.21","113.21"
"2025-08-12 21:37:30","Espresso","Pastries",1,"195.76","195.76"
"2025-08-12 18:08:24","Espresso","Pastries",1,"195.76","195.76"
"2025-08-12 17:28:35","Blueberry Muffin","Pastries",5,"185.15","925.75"
"2025-08-12 16:23:12","Red Velvet Cake","Pastries",2,"187.25","374.50"
"2025-08-12 13:53:18","Almonds","Pastries",3,"5.59","16.77"
"2025-08-12 13:14:17","Eclair","Pastries",3,"146.12","438.36"
"2025-08-12 11:38:04","Cappuccino","Pastries",5,"76.25","381.25"
"2025-08-12 06:32:47","Eclair","Pastries",5,"146.12","730.60"
"2025-08-12 03:44:11","Chocolate Chip Muffin","Pastries",1,"103.79","103.79"
"2025-08-12 02:37:53","Almond Croissant","Pastries",1,"8.42","8.42"
"2025-08-11 18:49:21","Red Velvet Cake","Pastries",4,"187.25","749.00"
"2025-08-11 18:24:48","Tiramisu","Pastries",5,"196.55","982.75"
"2025-08-11 17:22:52","Americano","Pastries",5,"80.96","404.80"
"2025-08-11 12:45:27","Espresso","Pastries",1,"195.76","195.76"
"2025-08-11 12:08:28","Blueberry Muffin","Pastries",4,"185.15","740.60"
"2025-08-11 11:44:57","Glazed Donut","Pastries",5,"148.75","743.75"
"2025-08-11 09:51:01","Americano","Pastries",2,"80.96","161.92"
"2025-08-11 08:58:41","Tiramisu","Pastries",3,"196.55","589.65"
"2025-08-11 07:46:44","Glazed Donut","Pastries",5,"148.75","743.75"
"2025-08-11 05:55:58","Almonds","Pastries",4,"5.59","22.36"
"2025-08-11 00:51:15","Tea","Beverages",5,"106.18","530.90"
"2025-08-10 20:46:28","Macchiato","Pastries",3,"93.97","281.91"
"2025-08-10 20:06:45","Tiramisu","Pastries",5,"196.55","982.75"
"2025-08-10 18:50:13","Chocolate Chip Muffin","Pastries",4,"103.79","415.16"
"2025-08-10 18:32:37","Latte","Pastries",4,"108.74","434.96"
"2025-08-10 15:06:51","Almond Croissant","Pastries",4,"8.42","33.68"
"2025-08-10 14:31:25","Iced Mocha","Pastries",5,"144.00","720.00"
"2025-08-10 12:02:46","Americano","Pastries",2,"80.96","161.92"
"2025-08-10 09:18:51","Americano","Pastries",1,"80.96","80.96"
"2025-08-10 03:33:23","Baguette","Pastries",4,"133.77","535.08"
"2025-08-09 23:19:32","Latte","Pastries",2,"108.74","217.48"
"2025-08-09 23:15:21","Almond Croissant","Pastries",3,"8.42","25.26"
"2025-08-09 17:55:19","Blueberry Muffin","Pastries",4,"185.15","740.60"
"2025-08-09 17:16:49","Red Velvet Cake","Pastries",5,"187.25","936.25"
"2025-08-09 17:05:33","Tiramisu","Pastries",1,"196.55","196.55"
"2025-08-09 16:52:44","Flat White","Pastries",3,"113.21","339.63"
"2025-08-09 13:02:54","Tiramisu","Pastries",4,"196.55","786.20"
"2025-08-09 11:00:14","Cappuccino","Pastries",1,"76.25","76.25"
"2025-08-09 07:45:32","Americano","Pastries",1,"80.96","80.96"
"2025-08-09 04:35:44","Eclair","Pastries",3,"146.12","438.36"
"2025-08-09 03:40:17","Almonds","Pastries",4,"5.59","22.36"
"2025-08-09 02:54:14","Glazed Donut","Pastries",4,"148.75","595.00"
"2025-08-08 13:54:49","Tiramisu","Pastries",3,"196.55","589.65"
"2025-08-08 13:48:34","Chai Latte","Pastries",5,"100.50","502.50"
"2025-08-08 10:27:05","Blueberry Muffin","Pastries",5,"185.15","925.75"
"2025-08-08 07:22:55","Flat White","Pastries",3,"113.21","339.63"
"2025-08-08 04:55:14","Iced Mocha","Pastries",3,"144.00","432.00"
"2025-08-08 03:08:33","Iced Coffee","Beverages",1,"107.80","107.80"
"2025-08-08 01:53:37","Eclair","Pastries",5,"146.12","730.60"
"2025-08-08 00:37:00","Chocolate Chip Muffin","Pastries",4,"103.79","415.16"
"2025-08-08 00:15:24","Hot Chocolate","Pastries",1,"131.53","131.53"
"2025-08-07 22:41:56","Almond Croissant","Pastries",4,"8.42","33.68"
"2025-08-07 19:28:56","Eclair","Pastries",3,"146.12","438.36"
"2025-08-07 13:10:03","Iced Mocha","Pastries",5,"144.00","720.00"
"2025-08-07 11:49:38","Espresso","Pastries",5,"195.76","978.80"
"2025-08-07 08:17:10","Almonds","Pastries",4,"5.59","22.36"
"2025-08-07 07:33:19","Apple Turnover","Pastries",2,"154.54","309.08"
"2025-08-06 19:58:45","Cappuccino","Pastries",1,"76.25","76.25"
"2025-08-06 19:45:49","Hot Chocolate","Pastries",2,"131.53","263.06"
"2025-08-06 15:37:17","Cappuccino","Pastries",2,"76.25","152.50"
"2025-08-06 09:29:04","Cappuccino","Pastries",2,"76.25","152.50"
"2025-08-06 08:18:03","Iced Coffee","Beverages",2,"107.80","215.60"
